Company Name,Website,Phone,Street Address,City,State / Province,Country,Zip / Postal Code,Full Address,LinkedIn URL,Industry,Source
The Austin Company,http://theaustin.com,"+1 440-544-2600, +44 20 3924 4500, +52 55 4780 9500, +1 949-451-9000, +1 949-228-6882, +1 323-787-7655, +1 321-447-6500, +1 404-564-3950, +1 269-329-1170",6095 Parkland Boulevard,Cleveland,OH,United States,44124,"6095 Parkland Boulevard, Cleveland, OH, 44124, United States",https://www.linkedin.com/company/theaustin,Construction,Ocean
Affinity Infrastructure,http://affinityinfrastructure.com,+1 614-300-6555,West State Street,Columbus,OH,United States,43216,"West State Street, Columbus, OH, 43216, United States",https://www.linkedin.com/company/affinity-infrastructure-llc,Civil Engineering,Ocean
North Coast Gas Transmission,http://northcoastgastransmission.com,"+1 614-505-7210, +1 888-497-5665",445 Hutchinson Avenue,Columbus,OH,United States,43235,"445 Hutchinson Avenue, Columbus, OH, 43235, United States",https://www.linkedin.com/company/northcoastgas,Utilities,Ocean
Welty Building Construction,http://thinkwelty.com,"+1 330-867-2400, +1 216-363-0542",3421 Ridgewood Road,Fairlawn,OH,United States,44333,"3421 Ridgewood Road, Fairlawn, OH, 44333, United States",https://www.linkedin.com/company/welty-building-company-ltd,Construction,Ocean
Welty Energy,http://weltyenergy.com,"+1 330-867-2400, +1 312-237-5072",Ridgewood Road,Fairlawn,OH,United States,44333,"Ridgewood Road, Fairlawn, OH, 44333, United States",https://www.linkedin.com/company/weltyenergy,Utilities,Ocean
V L Chapman Electric,http://vlchapmanelectric.com,+1 440-354-2310,River Street,Grand River,OH,United States,44045,"River Street, Grand River, OH, 44045, United States",https://www.linkedin.com/company/v--l--chapman-electric-inc-,Construction,Ocean
Electrical Service Professionals,http://espohio.com,+1 614-875-0104,4110 Demorest Rd,Grove City,OH,United States,43123,"4110 Demorest Rd, Grove City, OH, 43123, United States",https://www.linkedin.com/company/electrical-service-professionals-inc,Facilities Services,Ocean
JOHN ERAMO AND SONS,http://eramo.com,+1 614-777-0020,3670 Lacon Rd,Hilliard,OH,United States,43026,"3670 Lacon Rd, Hilliard, OH, 43026, United States",https://www.linkedin.com/company/john-eramo-&-sons-inc,Construction,Ocean
Heartland Building Group,http://heartlandbuilding.com,+1 513-480-3773,East Main Street  726,Lebanon,OH,United States,45036,"East Main Street  726, Lebanon, OH, 45036, United States",https://www.linkedin.com/company/heartland-building-group,Construction,Ocean
REBCO Electric,http://rebcoelectric.com,+1 513-515-8423,Mason–Morrow–Millgrove Road,Lebanon,OH,United States,45034,"Mason–Morrow–Millgrove Road, Lebanon, OH, 45034, United States",https://www.linkedin.com/company/rebco-electric,"Appliances, Electrical, and Electronics Manufacturing",Ocean
Crane 1 Services,http://crane1.com,+1 888-850-6813,1027 Byers Rd,MIamisburg,OH,United States,45342,"1027 Byers Rd, MIamisburg, OH, 45342, United States",https://www.linkedin.com/company/crane-1-services-inc,Machinery Manufacturing,Ocean
Baker Construction,http://bakerconstruction.com,+1 800-539-2224,Garver Road,Monroe,OH,United States,45044,"Garver Road, Monroe, OH, 45044, United States",https://www.linkedin.com/company/bakerconstruction,Construction,Ocean
Myers Power Products,http://myerspower.com,"+1 909-923-1800, +1 330-834-3200, +1 713-644-8182, +1 409-838-0441",219 East Maple Street,North Canton,OH,United States,44720,"219 East Maple Street, North Canton, OH, 44720, United States",https://www.linkedin.com/company/myers-power-products-inc-,Electrical/Electronic Manufacturing,Ocean
Ohio-West Virginia Excavating Company,http://owvexcavating.com,"+1 740-676-7464, +1 740-676-4410",56461 Ferry Landing Rd,Shadyside,OH,United States,43947,"56461 Ferry Landing Rd, Shadyside, OH, 43947, United States",https://www.linkedin.com/company/ohio-west-virginia-excavating-company,Construction,Ocean
Maven Utilities,http://mavenutilities.com,"+1 360-864-6643, +1 360-901-6246",P.O. Box 552 Toledo,Toledo,OH,United States,43612,"P.O. Box 552 Toledo, Toledo, OH, 43612, United States",https://www.linkedin.com/company/maven-utilities,Utilities,Ocean
Regent Electric,http://regentelectric.com,+1 419-476-8333,Tractor Road,Toledo,OH,United States,43612,"Tractor Road, Toledo, OH, 43612, United States",https://www.linkedin.com/company/regent-electric-inc,Construction,Ocean
Crescent,http://crescentway.com,+1 513-759-7000,Crescent Park Drive,West Chester,OH,United States,45069,"Crescent Park Drive, West Chester, OH, 45069, United States",https://www.linkedin.com/company/crescentrsw,Packaging and Containers,Ocean
American Power AND Light,http://electricapl.com,,Westerville,Westerville,OH,United States,43081,"Westerville, Westerville, OH, 43081, United States",https://www.linkedin.com/company/american-power-&-light-llc,Utilities,Ocean
M-Engineering,http://mengineering.us.com,+1 614-839-4639,Brooksedge Boulevard,Westerville,OH,United States,43081,"Brooksedge Boulevard, Westerville, OH, 43081, United States",https://www.linkedin.com/company/m-engineering_2,Information Technology and Services,Ocean
STONE Environmental Engineering AND Science,http://stoneenvironmental.com,+1 614-865-1874,Green Crest Drive,Westerville,OH,United States,43081,"Green Crest Drive, Westerville, OH, 43081, United States",https://www.linkedin.com/company/stone-environmental-engineering-&-science-inc-,Environmental Services,Ocean
Allegheny Energy,http://www.alleghenyenergy.com,,76 South Main Street,Akron,Ohio,United States,44308,"76 South Main Street, Akron, Ohio, 44308, United States",http://www.linkedin.com/company/allegheny-energy,utilities,Apollo
El Concorde Construction,http://www.elconcorde.com,'+1 330-253-3200,520 South Main Street,Akron,Ohio,United States,44311,"520 South Main Street, Akron, Ohio, 44311, United States",http://www.linkedin.com/company/el-concorde-construction,construction,Apollo
GPD Group,http://gpdgroup.com,"+1 800-955-4731, +1 330-572-2100, +1 678-781-5060, +1 216-413-5930, +1 614-210-0751, +1 469-573-4300, +1 713-622-1448, +1 216-518-5544, +1 317-299-2996, +1 502-259-0800",South Main Street,Akron,Ohio,United States,44311,"South Main Street, Akron, Ohio, 44311, United States",https://www.linkedin.com/company/gpd-group,Civil Engineering,Ocean
J.W. Didado Electric,http://www.jwdidado.com,'+1 330-374-0070,1033 Kelly Ave,Akron,Ohio,United States,44306,"1033 Kelly Ave, Akron, Ohio, 44306, United States",http://www.linkedin.com/company/j.w.didadoelectric,construction,Apollo
PowerLink Electrical Sales,http://yourpowerlink.com,+1 440-899-0884,Wolf Ledges Parkway,Akron,Ohio,United States,44311,"Wolf Ledges Parkway, Akron, Ohio, 44311, United States",https://www.linkedin.com/company/powerlink-electrical-sales,Utilities,Ocean
Storm Kings,http://stormkings.net,+1 330-801-9595,Akron,Akron,Ohio,United States,44314,"Akron, Akron, Ohio, 44314, United States",https://www.linkedin.com/company/storm-kings,Construction,Ocean
First Choice Electrical Solutions,http://fcesoh.com,+1 330-596-1885,South Union Avenue,Alliance,Ohio,United States,44601,"South Union Avenue, Alliance, Ohio, 44601, United States",https://www.linkedin.com/company/fcesllc,Construction,Ocean
LayerZero Power Systems,http://www.layerzero.com,'+1 440-399-9000,1500 Danner Dr,Aurora,Ohio,United States,44202,"1500 Danner Dr, Aurora, Ohio, 44202, United States",http://www.linkedin.com/company/layerzero-power-systems,information technology & services,Apollo
RoviSys,http://www.rovisys.com,'+1 617-548-1427,1455 Danner Dr,Aurora,Ohio,United States,44202,"1455 Danner Dr, Aurora, Ohio, 44202, United States",http://www.linkedin.com/company/rovisys,machinery,Apollo
RoviSys Building Technologies,,,260 Campus Dr,Aurora,Ohio,United States,44202,"260 Campus Dr, Aurora, Ohio, 44202, United States",http://www.linkedin.com/company/rovisys-building-technologies,facilities services,Apollo
Atlas Roofing AND Restoration,http://atlasroofingrestoration.com,+1 216-888-3208,Mercantile Road,Beachwood,Ohio,United States,44122,"Mercantile Road, Beachwood, Ohio, 44122, United States",https://www.linkedin.com/company/atlas-roofing-restoration,Construction,Ocean
SEAM Group,http://www.seamgroup.com,'+1 866-772-6770,21111 Chagrin Blvd,Beachwood,Ohio,United States,44122,"21111 Chagrin Blvd, Beachwood, Ohio, 44122, United States",http://www.linkedin.com/company/seamgroup,facilities services,Apollo
Gold Star Energy LLC,http://gseusa.com,,50 Chestnut St,Beavercreek,Ohio,United States,45440,"50 Chestnut St, Beavercreek, Ohio, 45440, United States",,"Energy, Energy Efficiency, Energy Management, Renewable Energy, Clean Energy, Energy Storage, Oil and Gas",Ocean
Lake Shore Electric,http://lake-shore-electric.com,+1 440-232-0200,Willis Street,Bedford,Ohio,United States,44146,"Willis Street, Bedford, Ohio, 44146, United States",https://www.linkedin.com/company/lake-shore-electric-corporation,Electrical/Electronic Manufacturing,Ocean
GoEcoCLE,http://goecocle.com,+1 440-487-7630,West Bagley Road,Berea,Ohio,United States,44017,"West Bagley Road, Berea, Ohio, 44017, United States",,"Energy, Energy Efficiency, Renewable Energy, Energy Management, Solar, Electrical Distribution, Electronics, Energy Storage, Clean Energy",Ocean
Buckeye Power Sales,http://www.buckeyepowersales.com,'+1 614-861-6000,6850 Commerce Court Dr,Blacklick,Ohio,United States,43004,"6850 Commerce Court Dr, Blacklick, Ohio, 43004, United States",http://www.linkedin.com/company/buckeyepowersales,wholesale,Apollo
Jess Howard Electric,http://jesshoward.com,+1 614-861-1300,Taylor Road,Blacklick,Ohio,United States,43230,"Taylor Road, Blacklick, Ohio, 43230, United States",https://www.linkedin.com/company/jess-howard-electric,Construction,Ocean
Don Wartko Construction,http://donwartkoconstruction.com,,Tallmadge Road,Brimfield,Ohio,United States,44412,"Tallmadge Road, Brimfield, Ohio, 44412, United States",https://www.linkedin.com/company/don-wartko-construction-inc,Construction,Ocean
Mazzella Companies,http://www.mazzellacompanies.com,'+1 440-239-7000,21000 Aerospace Pkwy,Brook Park,Ohio,United States,44142,"21000 Aerospace Pkwy, Brook Park, Ohio, 44142, United States",http://www.linkedin.com/company/mazzella-companies,machinery,Apollo
Blott Utility Services,http://blottutilityservices.com,,3691 OH-4,Bucyrus,Ohio,United States,44820,"3691 OH-4, Bucyrus, Ohio, 44820, United States",https://www.linkedin.com/company/blott-utility-services,Utilities,Ocean
Nation Wide Welding Services,http://nwweldingservices.com,+1 740-827-4905,South Main Street,Cadiz,Ohio,United States,43907,"South Main Street, Cadiz, Ohio, 43907, United States",https://www.linkedin.com/company/nation-wide-welding-services-llc,Facilities Services,Ocean
J AND M Electrical Supply,http://j-melectricsupply.com,+1 740-439-2832,9200 Southgate Rd,Cambridge,Ohio,United States,43725,"9200 Southgate Rd, Cambridge, Ohio, 43725, United States",https://www.linkedin.com/company/j-&-m-electrical-supply,Software Development,Ocean
Lindsay Precast,http://www.lindsayprecast.com,'+1 800-837-7788,6845 Erie Avenue Northwest,Canal Fulton,Ohio,United States,44614,"6845 Erie Avenue Northwest, Canal Fulton, Ohio, 44614, United States",http://www.linkedin.com/company/lindsay-precast-inc-,construction,Apollo
Hilscher-Clarke Electric Company,http://www.hilscher-clarke.com,'+1 330-452-9806,519 4th St NW,Canton,Ohio,United States,44703,"519 4th St NW, Canton, Ohio, 44703, United States",http://www.linkedin.com/company/hilscherclarke,construction,Apollo
Utility Pipeline,http://utilitypipelineltd.com,"+1 888-784-6160, +1 888-863-0032, +1 330-498-9130, +1 800-434-3427, +1 866-261-5525, +1 800-618-0050, +1 304-325-9164, +1 888-434-3427",4100 Holiday St NW,Canton,Ohio,United States,44718,"4100 Holiday St NW, Canton, Ohio, 44718, United States",https://www.linkedin.com/company/utility-pipeline-ltd,Utilities,Ocean
Vaughn Industries LLC,http://www.vaughnindustries.com,'+1 419-396-3900,1201 E Findlay St,Carey,Ohio,United States,43316,"1201 E Findlay St, Carey, Ohio, 43316, United States",http://www.linkedin.com/company/vaughn-industries-llc,construction,Apollo
Carmel Electric,http://carmelelectric.com,+1 207-848-3499,Hampden Road,Carmel,Ohio,United States,4419,"Hampden Road, Carmel, Ohio, 4419, United States",https://www.linkedin.com/company/carmel-electric-co,Utilities,Ocean
ROOT ENERGY SOLUTIONS,http://rootenergysolutions.com,,Centerville,Centerville,Ohio,United States,45458,"Centerville, Centerville, Ohio, 45458, United States",https://www.linkedin.com/company/root-energy-solutions-llc,Renewable Energy Semiconductor Manufacturing,Ocean
American Line Builders NECA,http://albneca.org,"+1 301-516-7730, +1 614-539-1394, +1 419-356-5689, +1 304-429-5013, +1 502-368-2568, +1 423-323-5411, +1 248-423-4540, +1 217-726-8481, +1 309-736-4239",Montgomery Road  8044,Cincinnati,Ohio,United States,45236,"Montgomery Road  8044, Cincinnati, Ohio, 45236, United States",https://www.linkedin.com/company/american-line-builders-neca-,Construction,Ocean
Divisions Maintenance Group,http://www.divisionsmg.com,'+1 877-448-9730,50 W 5th St,Cincinnati,Ohio,United States,45236,"50 W 5th St, Cincinnati, Ohio, 45236, United States",http://www.linkedin.com/company/divisions-maintenance-group,facilities services,Apollo
EMCOR Facilities Services,http://www.emcorfacilities.com,'+1 866-890-7794,9655 Reading Rd,Cincinnati,Ohio,United States,45215,"9655 Reading Rd, Cincinnati, Ohio, 45215, United States",http://www.linkedin.com/company/emcor-facilities-services,facilities services,Apollo
Enerfab,http://www.enerfab.com,'+1 513-641-0500,4430 Chickering Ave,Cincinnati,Ohio,United States,45236,"4430 Chickering Ave, Cincinnati, Ohio, 45236, United States",http://www.linkedin.com/company/enerfab,construction,Apollo
Huber General Contracting,http://hubergc.com,+1 513-674-1779,2120 Schappelle Ln,Cincinnati,Ohio,United States,45240,"2120 Schappelle Ln, Cincinnati, Ohio, 45240, United States",https://www.linkedin.com/company/huber-general-contracting,Construction,Ocean
Jurgensen Companies,http://www.jrjnet.com,'+1 513-771-0820,11641 Mosteller Road,Cincinnati,Ohio,United States,45241,"11641 Mosteller Road, Cincinnati, Ohio, 45241, United States",http://www.linkedin.com/company/john-r-jurgensen-company,construction,Apollo
MAJ Consulting,http://majconsultingllc.com,"+1 513-549-7512, +1 513-535-4837",East McMillan Street  791,Cincinnati,Ohio,United States,45206,"East McMillan Street  791, Cincinnati, Ohio, 45206, United States",https://www.linkedin.com/company/maj-consulting-llc,Business Consulting and Services,Ocean
nVent ILSCO,http://www.ilsco.com,'+1 513-533-6200,4730 Madison Road,Cincinnati,Ohio,United States,45227,"4730 Madison Road, Cincinnati, Ohio, 45227, United States",http://www.linkedin.com/company/ilsco-corporation,electrical/electronic manufacturing,Apollo
RLA Utilities,http://adletagroup.com,"+1 513-554-1469, +1 513-554-1453, +1 513-554-4771",389 S Wayne Ave,Cincinnati,Ohio,United States,45215,"389 S Wayne Ave, Cincinnati, Ohio, 45215, United States",https://www.linkedin.com/company/rla-utilities,Civil Engineering,Ocean
"United Group Services, Inc.",http://www.united-gs.com,'+1 513-860-4500,9740 Near Dr,Cincinnati,Ohio,United States,45246,"9740 Near Dr, Cincinnati, Ohio, 45246, United States",http://www.linkedin.com/company/united-group-services-inc.,construction,Apollo
Cleveland Public Power,http://www.cpp.org,'+1 216-664-4600,1201 Lakeside Ave E,Cleveland,Ohio,United States,44057,"1201 Lakeside Ave E, Cleveland, Ohio, 44057, United States",http://www.linkedin.com/company/cleveland-public-power,utilities,Apollo
Herbst Electric,http://herbstelectric.com,+1 216-621-5890,East 26th Street,Cleveland,Ohio,United States,44114,"East 26th Street, Cleveland, Ohio, 44114, United States",https://www.linkedin.com/company/herbst-electric-co,Construction,Ocean
Middough Inc.,http://www.middough.com,'+1 216-367-6000,1901 E 13th St,Cleveland,Ohio,United States,44057,"1901 E 13th St, Cleveland, Ohio, 44057, United States",http://www.linkedin.com/company/middough,information technology & services,Apollo
PLP,http://www.plp.com,'+1 440-461-5200,660 Beta Dr,Cleveland,Ohio,United States,44143,"660 Beta Dr, Cleveland, Ohio, 44143, United States",http://www.linkedin.com/company/plp,electrical/electronic manufacturing,Apollo
Trinetica,http://cyopsit.com,+1 800-619-5494,Cleveland,Cleveland,Ohio,United States,44057,"Cleveland, Cleveland, Ohio, 44057, United States",https://www.linkedin.com/company/trinetica,IT Services and IT Consulting,Ocean
Backbone Power Systems,http://backbonenorthamerican.com,"+1 513-403-6402, +1 859-757-3797, +1 513-619-0474, +1 513-313-2323, +1 513-722-5019, +1 513-407-2889",9311 West Rd,Cleves,Ohio,United States,45002,"9311 West Rd, Cleves, Ohio, 45002, United States",https://www.linkedin.com/company/backbone-power-systems-north-american-utility-solutions,Utilities,Ocean
American Electric Power,http://aep.com,+1 614-716-1000,1 Riverside Plaza,Columbus,Ohio,United States,43215,"1 Riverside Plaza, Columbus, Ohio, 43215, United States",https://www.linkedin.com/company/american-electric-power,Utilities,Ocean
"American Municipal Power, Inc.",http://www.amppartners.org,'+1 614-540-1111,1111 Schrock Rd,Columbus,Ohio,United States,43229,"1111 Schrock Rd, Columbus, Ohio, 43229, United States",http://www.linkedin.com/company/american-municipal-power-inc,utilities,Apollo
Atlas Industrial Contractors,http://www.atlascos.com,'+1 614-841-4500,5275 Sinclair Rd,Columbus,Ohio,United States,43229,"5275 Sinclair Rd, Columbus, Ohio, 43229, United States",http://www.linkedin.com/company/atlas-industrial-contractors,construction,Apollo
CBRE | facilitysource,http://www.facilitysource.com,'+1 800-896-9000,200 East Campus View Boulevard,Columbus,Ohio,United States,43235,"200 East Campus View Boulevard, Columbus, Ohio, 43235, United States",http://www.linkedin.com/company/facilitysource,facilities services,Apollo
Columbia Gas of Ohio,http://www.columbiagasohio.com,'+1 304-373-2406,290 W Nationwide Blvd,Columbus,Ohio,United States,43215,"290 W Nationwide Blvd, Columbus, Ohio, 43215, United States",http://www.linkedin.com/company/columbia-gas-of-ohio-,utilities,Apollo
Delphi Infrastructure Group,http://digdelphi.com,,Goodale Boulevard  950,Columbus,Ohio,United States,43212,"Goodale Boulevard  950, Columbus, Ohio, 43212, United States",https://www.linkedin.com/company/dig-delphi,Construction,Ocean
DN5 Group,http://dn5marine.com,"+91 98197 03169, +91 22 6749 8013",West Pacemont Road,Columbus,Ohio,United States,43202,"West Pacemont Road, Columbus, Ohio, 43202, United States",https://www.linkedin.com/company/dn5-marine-private-limited,Oil & Energy,Ocean
Dynalectric Ohio,http://dyna-ohio.com,+1 614-529-7500,1762 Dividend Dr,Columbus,Ohio,United States,43228,"1762 Dividend Dr, Columbus, Ohio, 43228, United States",https://www.linkedin.com/company/dynalectric-company-of-ohio,Construction,Ocean
EMH&T,http://www.emht.com,'+1 614-775-4500,5500 New Albany Rd,Columbus,Ohio,United States,43054,"5500 New Albany Rd, Columbus, Ohio, 43054, United States",http://www.linkedin.com/company/emh&t,civil engineering,Apollo
Gardner Inc.,http://www.gardnerinc.com,'+1 800-848-8946,3641 Interchange Rd,Columbus,Ohio,United States,43215,"3641 Interchange Rd, Columbus, Ohio, 43215, United States",http://www.linkedin.com/company/gardnerinc,logistics & supply chain,Apollo
Grid Assurance,http://gridassurance.com,,Riverside Plaza  1,Columbus,Ohio,United States,43215,"Riverside Plaza  1, Columbus, Ohio, 43215, United States",https://www.linkedin.com/company/grid-assurance,Utilities,Ocean
"InfraSource, A Quanta Services Company",http://www.infrasourceus.com,'+1 800-832-1517,4249 Easton Way,Columbus,Ohio,United States,43219,"4249 Easton Way, Columbus, Ohio, 43219, United States",http://www.linkedin.com/company/infrasource,construction,Apollo
Irth,http://www.irthsolutions.com,'+1 614-784-8000,5009 Horizons Drive,Columbus,Ohio,United States,43220,"5009 Horizons Drive, Columbus, Ohio, 43220, United States",http://www.linkedin.com/company/irthdotcom,information technology & services,Apollo
Loeb Electric,http://www.loebelectric.com,'+1 614-294-6351,1800 E 5th Ave,Columbus,Ohio,United States,43219,"1800 E 5th Ave, Columbus, Ohio, 43219, United States",http://www.linkedin.com/company/loeb-electric,wholesale,Apollo
Mcdaniels Construction,http://mcdanielsconstruction.com,,Woodland Avenue,Columbus,Ohio,United States,43219,"Woodland Avenue, Columbus, Ohio, 43219, United States",https://www.linkedin.com/company/mcdanielsconstruction,Construction,Ocean
OTC Industrial Technologies,http://www.otcindustrial.com,'+1 800-837-6827,3948 Townsfair Way,Columbus,Ohio,United States,43215,"3948 Townsfair Way, Columbus, Ohio, 43215, United States",http://www.linkedin.com/company/otc-industrial-technologies,machinery,Apollo
Roberts Service Company,http://robertsservicegroup.com,+1 614-276-0126,820 N Hague Ave,Columbus,Ohio,United States,43204,"820 N Hague Ave, Columbus, Ohio, 43204, United States",https://www.linkedin.com/company/roberts-service-company-inc,Advertising Services,Ocean
Team Fishel,http://www.teamfishel.com,'+1 614-274-8100,1366 Dublin Road,Columbus,Ohio,United States,43215,"1366 Dublin Road, Columbus, Ohio, 43215, United States",http://www.linkedin.com/company/team-fishel,construction,Apollo
McWane Ductile,http://mcwaneductile.com,,2266 S 6th St,Coshocton,Ohio,United States,43812,"2266 S 6th St, Coshocton, Ohio, 43812, United States",https://www.linkedin.com/company/mcwaneductile,Consumer Goods,Ocean
AES Ohio,http://www.aes-ohio.com,'+1 800-433-8500,1065 Woodman Dr,Dayton,Ohio,United States,45432,"1065 Woodman Dr, Dayton, Ohio, 45432, United States",http://www.linkedin.com/company/aesohio,utilities,Apollo
"AMG, Inc.",http://www.amg-eng.com,'+1 937-274-0736,1497 Shoup Mill Rd,Dayton,Ohio,United States,45414,"1497 Shoup Mill Rd, Dayton, Ohio, 45414, United States",http://www.linkedin.com/company/amg-eng,information technology & services,Apollo
"Nelson Tree Service, LLC",http://www.nelsontree.com,'+1 800-522-4311,3300 Office Park Dr,Dayton,Ohio,United States,45439,"3300 Office Park Dr, Dayton, Ohio, 45439, United States",http://www.linkedin.com/company/nelsontreeservicellc,utilities,Apollo
Projects Unlimited Inc.,http://www.pui.com,'+1 937-918-2200,6300 Sand Lake Road,Dayton,Ohio,United States,45414,"6300 Sand Lake Road, Dayton, Ohio, 45414, United States",http://www.linkedin.com/company/projectsunlimitedohio,aviation & aerospace,Apollo
Sky Climber Renewables,http://www.skyclimber-re.com,'+1 740-203-3900,1800 Pittsburgh Dr,Delaware,Ohio,United States,43015,"1800 Pittsburgh Dr, Delaware, Ohio, 43015, United States",http://www.linkedin.com/company/sky-climber-wind-solutions,renewables & environment,Apollo
NORTHERN LINE CONSTRUCTION,http://northernlineconstruction.com,,East Dover Road,Dover-Foxcroft,Ohio,United States,4426,"East Dover Road, Dover-Foxcroft, Ohio, 4426, United States",https://www.linkedin.com/company/northern-line-construction-inc,Construction,Ocean
HBD Industries,http://www.hbdindustries.com,'+1 614-526-7000,5200 Upper Metro Pl,Dublin,Ohio,United States,43017,"5200 Upper Metro Pl, Dublin, Ohio, 43017, United States",http://www.linkedin.com/company/hbd-industries-inc-,mechanical or industrial engineering,Apollo
Monitor Mapboard Systems,http://mapboard.com,"+1 614-506-1566, +1 614-761-9985",Metro Place South  565,Dublin,Ohio,United States,43017,"Metro Place South  565, Dublin, Ohio, 43017, United States",https://www.linkedin.com/company/monitor-mapboard-systems,Utilities,Ocean
Echo Electric (formerly Pepco),,,33210 Lakeland Blvd,Eastlake,Ohio,United States,44095,"33210 Lakeland Blvd, Eastlake, Ohio, 44095, United States",http://www.linkedin.com/company/professional-electric-products-company,wholesale,Apollo
Multilink Inc.,http://www.gomultilink.com,'+1 440-366-6966,580 Ternes Ln,Elyria,Ohio,United States,44035,"580 Ternes Ln, Elyria, Ohio, 44035, United States",http://www.linkedin.com/company/multilinkinc,telecommunications,Apollo
GSW Manufacturing,http://www.gswiring.com,'+1 419-423-7111,1801 Production Dr,Findlay,Ohio,United States,45840,"1801 Production Dr, Findlay, Ohio, 45840, United States",http://www.linkedin.com/company/gswmfg,automotive,Apollo
MarkWest Energy Partners L.P.,http://mplx.com,"+1 419-422-2121, +1 419-421-2414, +1 855-857-5700, +1 419-421-4048",200 East Hardin Street,Findlay,Ohio,United States,45840,"200 East Hardin Street, Findlay, Ohio, 45840, United States",https://www.linkedin.com/company/markwest-hydrocarbon,Oil & Energy,Ocean
Romanoff Group,http://www.romanoffgroup.cc,'+1 614-755-4500,1288 Research Rd,Gahanna,Ohio,United States,43230,"1288 Research Rd, Gahanna, Ohio, 43230, United States",http://www.linkedin.com/company/romanoff-group,construction,Apollo
AM Communications,http://www.amcable.com,'+1 419-528-3051,5707 State Route 309,Galion,Ohio,United States,44833,"5707 State Route 309, Galion, Ohio, 44833, United States",http://www.linkedin.com/company/am-communication,telecommunications,Apollo
WESTFIELD ELECTRIC,http://westfieldgroups.com,+1 419-862-0078,2995 Oh-51,Gibsonburg,Ohio,United States,43431,"2995 Oh-51, Gibsonburg, Ohio, 43431, United States",https://www.linkedin.com/company/westfield-electric-inc.,"Electronics, Construction, Electrical Distribution",Ocean
CST Utilities,http://cstutilities.com,"+1 614-801-9600, +1 614-875-9508",2136 Hardy Parkway St,Grove City,Ohio,United States,43123,"2136 Hardy Parkway St, Grove City, Ohio, 43123, United States",https://www.linkedin.com/company/cst-utilities,Construction,Ocean
Barrett Industries,http://www.barrettindustries.com,'+1 973-533-1001,8590 Bilstein Blvd,Hamilton,Ohio,United States,45015,"8590 Bilstein Blvd, Hamilton, Ohio, 45015, United States",http://www.linkedin.com/company/barrett-industries,construction,Apollo
"Darana Hybrid, Inc.",http://www.daranahybrid.com,'+1 513-785-7540,903 Belle Ave,Hamilton,Ohio,United States,45015,"903 Belle Ave, Hamilton, Ohio, 45015, United States",http://www.linkedin.com/company/daranahybrid,construction,Apollo
Bertke Electric,http://bertke.com,"+1 513-542-2350, +1 859-547-1414, +1 502-347-9457",11005 OH-128,Harrison,Ohio,United States,45030,"11005 OH-128, Harrison, Ohio, 45030, United States",https://www.linkedin.com/company/bertke-electric,Construction,Ocean
F&M MAFCO,http://www.fmmafco.com,'+1 513-367-2151,9149 Dry Fork Rd,Harrison,Ohio,United States,45030,"9149 Dry Fork Rd, Harrison, Ohio, 45030, United States",http://www.linkedin.com/company/f&m-mafco,construction,Apollo
MPW Industrial Services,http://www.mpwservices.com,'+1 800-827-8790,9711 Lancaster Road,Hebron,Ohio,United States,43025,"9711 Lancaster Road, Hebron, Ohio, 43025, United States",http://www.linkedin.com/company/mpw-industrial-services,facilities services,Apollo
Independence Excavating,http://indexc.com,"+1 216-524-1700, +1 800-524-3478, +1 412-767-9800, +1 703-430-1005",East Schaaf Road,Independence,Ohio,United States,44131,"East Schaaf Road, Independence, Ohio, 44131, United States",https://www.linkedin.com/company/independence-excavating-inc-,Construction,Ocean
The Davey Tree Expert Company,,'+1 800-445-8733,1500 North Mantua Street,Kent,Ohio,United States,44240,"1500 North Mantua Street, Kent, Ohio, 44240, United States",http://www.linkedin.com/company/the-davey-tree-expert-company,environmental services,Apollo
American Boring,http://americanboringinc.com,+1 614-834-7130,8370 Davis Ln Sw,Lancaster,Ohio,United States,43130,"8370 Davis Ln Sw, Lancaster, Ohio, 43130, United States",https://www.linkedin.com/company/american-boring,Construction,Ocean
Precision Pipeline Services,http://precisionpipelineco.com,,10 Whiley Rd NW,Lancaster,Ohio,United States,43130,"10 Whiley Rd NW, Lancaster, Ohio, 43130, United States",https://www.linkedin.com/company/precision-pipeline-co,Construction,Ocean
South Central Power Company,http://www.southcentralpower.com,'+1 740-653-4422,720 Mill Park Dr,Lancaster,Ohio,United States,43130,"720 Mill Park Dr, Lancaster, Ohio, 43130, United States",http://www.linkedin.com/company/south-central-power-company,utilities,Apollo
Kings Electric Services,http://kingselectricservices.com,+1 513-932-2293,2984 s US-42,Lebanon,Ohio,United States,45036,"2984 s US-42, Lebanon, Ohio, 45036, United States",https://www.linkedin.com/company/king-s-electric-services,Construction,Ocean
PE-Services,http://www.pe-services.com,'+1 513-836-3810,9 North Broadway Street,Lebanon,Ohio,United States,45036,"9 North Broadway Street, Lebanon, Ohio, 45036, United States",http://www.linkedin.com/company/pe-services,machinery,Apollo
